t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,-6.613345,-21.571353,-1.103671,-0.000000,0.000002,0.000000,1.456606
0.006000,-6.583366,-21.525186,-1.098532,0.053685,-0.019856,-0.002370,1.456432
0.008000,-6.553577,-21.478222,-1.095204,0.107127,-0.039585,-0.004185,1.456138
0.010000,-6.523413,-21.431476,-1.093624,0.160325,-0.059181,-0.005505,1.455727
0.012000,-6.493276,-21.383499,-1.093677,0.213282,-0.078641,-0.006354,1.455198
0.014000,-6.464281,-21.332501,-1.095377,0.266001,-0.097960,-0.006814,1.454552
0.016000,-6.434725,-21.282210,-1.098643,0.318487,-0.117136,-0.007057,1.453791
0.018000,-5.564310,-14.114291,11.440525,0.370743,-0.136164,-0.007085,1.452914
0.020000,-6.146027,-17.665161,5.054152,0.366115,-0.150644,-0.000640,1.452004
0.022000,-5.191593,-11.718589,15.831735,0.390643,-0.168804,0.005076,1.451015
0.024000,-4.973243,-10.350493,18.486811,0.364829,-0.181507,0.014151,1.450022
0.026000,-4.842388,-10.374171,20.366215,0.325304,-0.192887,0.025006,1.449042
0.028000,-4.904550,-10.917440,19.089130,0.290883,-0.203813,0.035344,1.448087
0.030000,-4.872361,-9.927567,20.315710,0.260641,-0.215084,0.045320,1.447150
0.032000,-4.945785,-10.711452,18.784842,0.218477,-0.226697,0.056997,1.446234
0.034000,-5.289906,-14.768945,12.587168,0.183050,-0.238722,0.067921,1.445332
0.036000,-5.320497,-15.170144,11.795541,0.182109,-0.252693,0.074557,1.444404
0.038000,-5.345182,-15.517897,11.100436,0.184494,-0.266761,0.081003,1.443446
0.040000,-5.364655,-15.814352,10.485510,0.189792,-0.280893,0.087287,1.442455
0.042000,-5.806460,-18.319535,6.742089,0.197601,-0.295076,0.093446,1.441428
0.044000,-5.297409,-15.590688,10.415362,0.231253,-0.312778,0.097118,1.440335
0.046000,-5.317909,-15.864191,9.853484,0.236709,-0.326578,0.103966,1.439206
0.048000,-5.038176,-12.754185,14.070485,0.244611,-0.340440,0.110663,1.438040
0.050000,-5.086107,-13.250967,13.101841,0.230406,-0.352618,0.120289,1.436861
0.052000,-5.127212,-13.689072,12.239430,0.220691,-0.365082,0.129424,1.435666
0.054000,-5.162233,-14.074803,11.471662,0.214951,-0.377793,0.138138,1.434448
0.056000,-5.191665,-14.414774,10.789492,0.212722,-0.390712,0.146492,1.433204
0.058000,-5.216188,-14.713350,10.182867,0.213603,-0.403805,0.154535,1.431929
0.060000,-5.236375,-14.974711,9.643204,0.217229,-0.417043,0.162309,1.430620
0.062000,-5.179404,-14.713476,10.071075,0.223275,-0.430400,0.169858,1.429275
0.064000,-4.911559,-12.775365,13.715768,0.226619,-0.443407,0.177861,1.427896
