t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,18.405112,8.742463,1.911200,-0.000000,0.000002,0.000000,1.456606
0.006000,18.339028,8.723213,1.904716,-0.021508,0.055708,-0.000780,1.456675
0.008000,18.275672,8.704651,1.896423,-0.042919,0.111087,-0.001731,1.456866
0.010000,18.214970,8.686653,1.886388,-0.064234,0.166149,-0.002854,1.457178
0.012000,18.156833,8.669202,1.874682,-0.085456,0.220904,-0.004147,1.457613
0.014000,18.101170,8.652278,1.861371,-0.106587,0.275363,-0.005609,1.458168
0.016000,18.047889,8.635867,1.846517,-0.127629,0.329535,-0.007238,1.458844
0.018000,17.996801,8.620141,1.830174,-0.148585,0.383430,-0.009030,1.459640
0.020000,18.609303,1.884953,13.245530,-0.169454,0.437055,-0.010995,1.460558
0.022000,18.756120,1.001804,16.034340,-0.129888,0.496360,-0.020351,1.461682
0.024000,19.010519,2.661829,22.495673,-0.085524,0.558666,-0.029515,1.463040
0.026000,18.748321,6.739745,18.044738,-0.057443,0.621507,-0.037343,1.464672
0.028000,18.460186,10.989257,16.212316,-0.067218,0.682572,-0.040670,1.466547
0.030000,18.769785,2.325142,20.087860,-0.113304,0.740067,-0.039556,1.468644
0.032000,18.468257,2.531752,16.459189,-0.082736,0.801148,-0.047757,1.471003
0.034000,18.573064,4.153994,17.082318,-0.051402,0.859569,-0.056467,1.473598
0.036000,18.476199,4.332944,16.125637,-0.035917,0.919575,-0.062617,1.476439
0.038000,18.386712,4.498685,15.270420,-0.021929,0.979010,-0.068581,1.479524
0.040000,18.304388,4.636316,14.521626,-0.009347,1.037925,-0.074369,1.482848
0.042000,18.277026,4.510899,15.435304,0.002040,1.096370,-0.080003,1.486410
0.044000,18.189749,4.674016,14.482368,0.015148,1.154792,-0.085813,1.490220
0.046000,18.011851,6.945019,11.359500,0.026788,1.212660,-0.091442,1.494274
0.048000,17.947477,6.925474,10.836197,0.017110,1.269141,-0.094832,1.498554
0.050000,17.688839,8.715600,8.548593,0.007571,1.325209,-0.098277,1.503059
0.052000,17.901896,3.095033,12.348790,-0.016268,1.378427,-0.100319,1.507772
0.054000,17.974819,5.747212,13.038162,0.009434,1.434157,-0.107834,1.512731
0.056000,17.936312,7.176192,12.943312,0.010714,1.491120,-0.112379,1.517947
0.058000,17.866533,7.083568,12.243833,0.000242,1.547942,-0.115744,1.523427
