t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,7.654918,1.929625,0.764648,-0.000000,0.000002,0.000000,1.456606
0.006000,7.628589,1.925865,0.762601,-0.004529,0.023066,-0.000477,1.456570
0.008000,7.603038,1.922175,0.760266,-0.009040,0.045995,-0.000989,1.456551
0.010000,7.578225,1.918584,0.757658,-0.013533,0.068792,-0.001537,1.456551
0.012000,7.554128,1.915087,0.754789,-0.018009,0.091460,-0.002120,1.456568
0.014000,7.530736,1.911658,0.751670,-0.022468,0.114001,-0.002739,1.456603
0.016000,7.508026,1.908297,0.748312,-0.026911,0.136418,-0.003392,1.456654
0.018000,7.485976,1.905003,0.744727,-0.031336,0.158715,-0.004080,1.456722
0.020000,7.646392,1.070660,2.218190,-0.035746,0.180894,-0.004801,1.456806
0.022000,8.268868,4.738028,16.130600,-0.033213,0.204944,-0.006189,1.456921
0.024000,8.845958,0.040869,23.344605,-0.062632,0.231949,-0.004930,1.457153
0.026000,8.797618,2.232047,23.226059,-0.050228,0.263672,-0.007557,1.457560
0.028000,8.544064,-1.372856,19.449956,-0.057691,0.294713,-0.007769,1.458139
0.030000,8.235913,-4.082620,17.344344,-0.034785,0.324470,-0.011735,1.458866
0.032000,8.465364,3.919604,18.674523,0.012866,0.351580,-0.018369,1.459724
0.034000,8.316067,2.760064,16.117713,-0.012717,0.380522,-0.016438,1.460722
0.036000,8.020966,4.772633,13.369448,-0.026610,0.408833,-0.015917,1.461845
0.038000,8.326342,-0.100612,17.082726,-0.056364,0.434420,-0.013598,1.463069
0.040000,8.258389,1.054673,16.148191,-0.042452,0.463022,-0.016356,1.464428
0.042000,8.129907,2.130039,14.392944,-0.038704,0.491189,-0.017996,1.465915
0.044000,8.139842,1.727094,15.285130,-0.043807,0.518470,-0.018642,1.467517
0.046000,7.974605,0.109175,12.732588,-0.046869,0.545858,-0.019514,1.469242
0.048000,7.949946,-0.444842,12.783456,-0.036202,0.572342,-0.022052,1.471073
0.050000,7.769441,-2.377247,11.906828,-0.021037,0.598808,-0.025071,1.473012
0.052000,7.792074,0.977282,10.755281,0.011289,0.623677,-0.030033,1.475050
0.054000,7.746440,1.030538,10.305367,0.011455,0.649078,-0.031337,1.477182
0.056000,7.520371,2.709470,8.184707,0.011127,0.674203,-0.032527,1.479406
0.058000,7.541540,-0.160670,8.746624,-0.002960,0.697009,-0.032137,1.481702
0.060000,7.749238,2.086467,11.019483,0.008662,0.720300,-0.034776,1.484078
0.062000,7.823091,0.316378,12.887445,0.001441,0.745722,-0.035004,1.486553
0.064000,7.759736,0.726778,11.952341,0.011565,0.772000,-0.037145,1.489143
0.066000,7.673825,1.485033,10.752056,0.018543,0.797892,-0.038943,1.491843
0.068000,7.611248,1.800790,10.063640,0.019280,0.823117,-0.040045,1.494644
0.070000,7.572640,1.832765,9.718211,0.017352,0.847897,-0.040881,1.497543
0.072000,7.686006,0.953199,11.910853,0.015169,0.872482,-0.041720,1.500538
0.074000,7.618023,2.326564,11.149019,0.019569,0.898429,-0.043345,1.503649
0.076000,7.434270,4.018587,9.339747,0.009677,0.923791,-0.043510,1.506869
0.078000,7.641274,0.920820,13.139544,-0.014137,0.947003,-0.042171,1.510182
0.080000,7.541916,0.537758,10.952930,-0.011450,0.972908,-0.043667,1.513622
0.082000,7.502203,0.529273,10.540413,-0.005135,0.998044,-0.045558,1.517176
0.084000,7.465777,0.524486,10.183323,0.001248,1.022980,-0.047418,1.520843
0.086000,7.436662,-0.113987,10.511305,0.007663,1.047737,-0.049243,1.524621
0.088000,7.287809,-1.043125,9.044965,0.019007,1.072428,-0.051530,1.528514
0.090000,7.389519,0.269506,10.049461,0.039409,1.095681,-0.054781,1.532512
0.092000,7.357240,0.316116,9.736764,0.047247,1.120169,-0.056604,1.536625
0.094000,7.327109,0.357886,9.471726,0.054671,1.144485,-0.058365,1.540854
0.096000,7.184220,-0.505408,8.250788,0.061724,1.168650,-0.060065,1.545199
0.098000,7.293839,0.661043,9.315089,0.077495,1.191265,-0.062707,1.549648
0.100000,7.345649,3.091782,10.720691,0.081784,1.215398,-0.064045,1.554216
0.102000,7.311437,2.678718,10.133439,0.065903,1.240257,-0.063369,1.558915
0.104000,7.252546,1.453337,9.572361,0.054094,1.264972,-0.063150,1.563744
0.106000,7.223507,1.387388,9.325876,0.053430,1.289343,-0.064028,1.568702
0.108000,7.196335,1.328769,9.115378,0.053389,1.313561,-0.064979,1.573788
0.110000,7.170695,1.276295,8.935092,0.053904,1.337650,-0.065988,1.579005
0.112000,7.146383,1.230073,8.781238,0.054920,1.361629,-0.067047,1.584352
0.114000,7.160393,1.872628,9.349184,0.056381,1.385516,-0.068147,1.589833
0.116000,7.156596,2.604123,9.353528,0.051956,1.409818,-0.068721,1.595454
0.118000,7.134298,3.084351,9.922550,0.041205,1.434216,-0.068755,1.601219
0.120000,7.071472,1.643661,8.427137,0.025486,1.458698,-0.068374,1.607136
0.122000,7.009183,2.224619,7.434794,0.021986,1.482357,-0.069062,1.613194
0.124000,6.891283,3.087849,6.310175,0.011991,1.505177,-0.069298,1.619389
0.126000,6.931062,-0.107119,7.589138,-0.005042,1.526187,-0.068931,1.625707
0.128000,6.899065,0.160605,7.104208,0.007941,1.548738,-0.070892,1.632169
0.130000,7.056003,3.202385,10.489276,0.018881,1.570926,-0.072693,1.638773
0.132000,7.035116,2.295824,9.992404,0.002860,1.596226,-0.072455,1.645556
0.134000,7.000603,1.613314,10.184970,-0.004881,1.621473,-0.072893,1.652520
0.136000,6.937529,2.559119,8.409874,-0.007149,1.646757,-0.073778,1.659670
0.138000,6.912558,2.505720,8.233824,-0.018229,1.670748,-0.074104,1.666995
0.140000,6.796271,3.522040,7.138885,-0.028829,1.694614,-0.074501,1.674496
0.142000,6.923363,0.923687,10.073694,-0.047583,1.716549,-0.074327,1.682163
0.144000,6.898037,1.725177,9.160306,-0.043370,1.742066,-0.075769,1.690037
0.146000,6.871805,1.717026,8.946562,-0.045502,1.767026,-0.076755,1.698113
0.148000,6.839113,2.246818,9.416484,-0.047545,1.791865,-0.077749,1.706397
0.150000,6.804558,0.785656,8.399312,-0.054919,1.816837,-0.078422,1.714896
0.152000,6.780554,0.746860,8.213367,-0.050202,1.841105,-0.079818,1.723607
0.154000,6.749310,0.136341,8.654059,-0.045166,1.865268,-0.081239,1.732536
0.156000,6.620793,0.579904,5.943254,-0.035400,1.889709,-0.082929,1.741691
0.158000,6.595393,2.672374,5.965034,-0.030012,1.911039,-0.084314,1.751047
0.160000,6.682297,1.320404,7.284760,-0.043211,1.931712,-0.084511,1.760605
0.162000,6.689696,-0.203622,8.883605,-0.045023,1.955034,-0.085639,1.770394
0.164000,6.670710,0.345839,8.130679,-0.032163,1.980066,-0.087318,1.780442
0.166000,6.572011,-0.207653,7.190100,-0.023755,2.004487,-0.088720,1.790747
0.168000,6.645531,1.578680,8.853642,-0.009560,2.027288,-0.090450,1.801303
0.170000,6.612094,1.340404,8.345319,-0.010099,2.052661,-0.091413,1.812143
0.172000,6.585144,0.937308,8.754033,-0.008455,2.077533,-0.092449,1.823269
0.174000,6.541235,2.140690,7.156878,-0.003974,2.102832,-0.093557,1.834696
0.176000,6.438595,3.049671,6.024010,-0.010906,2.126384,-0.094348,1.846412
0.178000,6.541369,1.062286,9.095753,-0.025163,2.147544,-0.094584,1.858405
0.180000,6.524730,1.905280,8.769309,-0.021741,2.173549,-0.095775,1.870734
0.182000,6.473892,2.708675,8.929864,-0.025450,2.199248,-0.096833,1.883406
0.184000,6.449522,2.568207,8.536621,-0.036609,2.224855,-0.097737,1.896435
0.186000,5.544646,-0.195442,8.901443,-0.046536,2.250119,-0.098703,1.909826
0.188000,5.574257,-0.202322,8.596605,-0.033866,2.281747,-0.095539,1.923638
0.190000,5.622021,0.599929,7.316656,-0.021071,2.312212,-0.092748,1.937876
0.192000,5.662993,0.643554,7.048374,-0.017109,2.339909,-0.090589,1.952529
0.194000,4.798417,1.800053,4.548632,-0.013477,2.366458,-0.088816,1.967602
0.196000,4.911475,1.592919,8.367380,-0.017419,2.388672,-0.091500,1.983063
0.198000,4.935931,2.216955,11.093341,-0.021244,2.420011,-0.093998,1.999021
0.200000,5.038290,1.857151,10.145499,-0.026968,2.454122,-0.096055,2.015533
0.202000,5.111782,2.482038,9.107664,-0.029402,2.485957,-0.097861,2.032599
0.204000,5.171702,1.558758,8.989686,-0.037052,2.515055,-0.099697,2.050213
0.206000,5.215015,1.579718,8.621558,-0.036767,2.543721,-0.101160,2.068393
0.208000,5.244093,1.174568,8.632758,-0.036675,2.571124,-0.102537,2.087150
0.210000,5.237865,0.788954,9.089967,-0.033394,2.598003,-0.103647,2.106503
0.212000,5.285304,2.089628,7.555688,-0.027735,2.624919,-0.104584,2.126481
0.214000,5.301770,2.100859,7.276051,-0.034263,2.648753,-0.106044,2.147073
0.216000,5.270449,3.862791,6.558914,-0.040936,2.671792,-0.107435,2.168296
0.218000,5.347535,1.261716,6.412111,-0.062602,2.691301,-0.109430,2.190141
0.220000,5.299589,-0.210568,7.898773,-0.063334,2.712443,-0.110366,2.212648
0.222000,5.352038,-0.694294,6.101643,-0.049943,2.736309,-0.110555,2.235881
0.224000,5.316754,0.768201,6.876041,-0.031870,2.756410,-0.109913,2.259822
0.226000,5.307709,0.793904,6.639990,-0.026489,2.778345,-0.110359,2.284528
0.228000,5.296300,0.819344,6.426429,-0.021377,2.799798,-0.110720,2.310026
0.230000,5.190548,1.832031,7.868068,-0.016538,2.820820,-0.111005,2.336347
0.232000,5.221160,2.014117,6.519878,-0.019651,2.844253,-0.111682,2.363567
0.234000,5.230193,1.712564,5.884018,-0.025388,2.865165,-0.112595,2.391690
0.236000,5.234282,2.725501,4.369110,-0.028409,2.884916,-0.113178,2.420742
0.238000,5.194557,1.470966,5.808273,-0.039579,2.899754,-0.114353,2.450700
0.240000,5.122206,1.114221,7.015537,-0.040493,2.919576,-0.114813,2.481677
0.242000,5.105926,0.954466,6.642613,-0.036626,2.942131,-0.114940,2.513766
0.244000,5.086939,0.970490,6.383041,-0.032622,2.963709,-0.115130,2.547010
0.246000,5.125406,-0.003578,4.995618,-0.028804,2.984829,-0.115260,2.581461
0.248000,4.942393,1.900325,7.492413,-0.016581,3.002734,-0.113918,2.617127
0.250000,4.974836,2.012787,6.235834,-0.020137,3.026177,-0.114565,2.654173
0.252000,4.973330,3.312075,4.887319,-0.025844,3.046919,-0.115485,2.692625
0.254000,4.929410,1.790813,6.031348,-0.042351,3.062881,-0.117542,2.732483
0.256000,4.855177,0.582917,6.973485,-0.046144,3.083549,-0.118380,2.773904
0.258000,4.861722,1.062330,6.307748,-0.038611,3.106778,-0.117950,2.817024
0.260000,4.792680,1.529318,6.531611,-0.034891,3.128512,-0.117934,2.861915
0.262000,4.837856,0.843158,5.573685,-0.035478,3.150543,-0.118168,2.908693
0.264000,4.814999,0.856684,5.374981,-0.030917,3.170561,-0.117786,2.957431
0.266000,4.720049,1.612065,5.923289,-0.026542,3.190171,-0.117354,3.008241
0.268000,4.671337,1.118479,6.057216,-0.027944,3.210981,-0.117605,3.061285
0.270000,4.696109,2.012619,4.989917,-0.025565,3.232217,-0.117493,3.116718
