t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,-33.693946,-17.228941,-3.474508,-0.000000,0.000002,0.000000,1.456606
0.006000,-33.566694,-17.188388,-3.462075,0.042640,-0.102130,0.001512,1.456168
0.008000,-33.437907,-17.147684,-3.455441,0.085077,-0.203638,0.003319,1.455348
0.010000,-33.307578,-17.106803,-3.454365,0.127314,-0.304515,0.005410,1.454151
0.012000,-33.175686,-17.065710,-3.458602,0.169352,-0.404753,0.007769,1.452581
0.014000,-33.042172,-17.024484,-3.467920,0.211193,-0.504346,0.010385,1.450642
0.016000,-32.906817,-16.983990,-3.482135,0.252838,-0.603287,0.013251,1.448340
0.018000,-32.543992,-13.894813,1.822418,0.294292,-0.701569,0.016391,1.445680
0.020000,-31.619499,-8.792048,10.928641,0.311460,-0.799438,0.024126,1.442696
0.022000,-31.348092,-7.841369,12.715596,0.286551,-0.893519,0.035008,1.439452
0.024000,-30.846490,-6.093376,18.005926,0.252811,-0.986227,0.046977,1.435967
0.026000,-30.787474,-6.717983,16.781331,0.205595,-1.078732,0.061181,1.432274
0.028000,-30.627028,-6.020071,17.851925,0.163528,-1.170759,0.074825,1.428373
0.030000,-30.446050,-8.372945,17.542980,0.112477,-1.262460,0.089815,1.424276
0.032000,-30.404831,-8.933548,15.953349,0.082609,-1.353289,0.102619,1.419990
0.034000,-30.614184,-12.990014,10.526258,0.057542,-1.443795,0.114738,1.415513
0.036000,-30.532172,-13.140172,9.557641,0.067223,-1.534988,0.122360,1.410822
0.038000,-30.447781,-13.151257,8.569158,0.078049,-1.625635,0.129920,1.405921
0.040000,-30.347323,-13.283887,7.834486,0.088735,-1.715661,0.137525,1.400812
0.042000,-30.615476,-15.435205,4.402491,0.100549,-1.805154,0.145062,1.395500
0.044000,-29.644717,-8.290421,13.096395,0.134468,-1.896108,0.150624,1.389971
0.046000,-29.709617,-10.483675,9.553875,0.103144,-1.983391,0.164144,1.384286
