t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,42.653310,-28.632158,3.209860,-0.000000,0.000002,0.000000,1.456606
0.006000,42.512099,-28.567820,3.198452,0.071929,0.129634,-0.011125,1.456912
0.008000,42.382160,-28.505776,3.175972,0.143508,0.258524,-0.021560,1.457577
0.010000,42.263574,-28.446810,3.142831,0.214740,0.386723,-0.031299,1.458601
0.012000,42.155901,-28.390847,3.099395,0.285631,0.514279,-0.040303,1.459985
0.014000,42.057894,-28.336507,3.045986,0.356186,0.641240,-0.048530,1.461729
0.016000,41.968993,-28.283623,2.982896,0.426407,0.767647,-0.055981,1.463838
0.018000,42.675071,-20.730821,16.087411,0.496297,0.893540,-0.062658,1.466314
0.020000,42.666120,-20.008867,17.324063,0.506891,1.026530,-0.060784,1.469257
0.022000,42.683888,-19.269321,18.619257,0.511255,1.159527,-0.057889,1.472682
0.024000,42.905065,-16.892007,23.067581,0.508729,1.292719,-0.053825,1.476604
0.026000,42.847355,-16.127673,24.493744,0.482509,1.427316,-0.046865,1.481063
0.028000,42.369945,-20.378707,16.689925,0.447191,1.561366,-0.038625,1.486076
0.030000,42.252468,-20.860746,15.650814,0.447621,1.691912,-0.034365,1.491602
0.032000,41.637463,-23.819251,9.683285,0.452540,1.821798,-0.030336,1.497649
0.034000,42.146345,-20.975659,15.088397,0.487989,1.946096,-0.029497,1.504181
0.036000,42.367144,-17.686650,20.655091,0.494015,2.075579,-0.024930,1.511260
0.038000,42.258194,-18.449653,19.966738,0.475389,2.207657,-0.018747,1.518946
0.040000,42.088861,-19.338114,17.148783,0.469377,2.342889,-0.015360,1.527266
0.042000,41.983034,-19.793446,16.080142,0.467075,2.473370,-0.010774,1.536213
0.044000,41.880541,-20.207733,15.069589,0.469102,2.603185,-0.006386,1.545801
0.046000,41.780940,-20.584537,14.113169,0.475114,2.732371,-0.002261,1.556049
0.048000,41.720057,-20.406133,14.205729,0.484785,2.860947,0.001594,1.566980
0.050000,41.146234,-24.581678,6.175429,0.492409,2.989284,0.005626,1.578623
0.052000,41.617444,-19.788905,14.771703,0.537433,3.110220,0.006024,1.590938
0.054000,41.482370,-20.908956,12.376818,0.538874,3.238715,0.010847,1.604039
0.056000,41.370301,-21.267765,11.393434,0.551654,3.365913,0.014612,1.617946
0.058000,41.257017,-21.597410,10.450585,0.568006,3.492343,0.018164,1.632693
0.060000,41.153508,-21.904714,9.543032,0.587669,3.617977,0.021555,1.648317
0.062000,41.040611,-22.185276,8.667644,0.610418,3.742845,0.024974,1.664859
0.064000,40.916099,-22.440808,7.820902,0.636031,3.866876,0.028399,1.682365
0.066000,40.786991,-22.266489,7.767798,0.664306,3.989985,0.031796,1.700884
0.068000,36.481855,-15.975164,6.119460,0.690842,4.112548,0.035568,1.720476
0.070000,36.320401,-16.609301,5.232478,0.711614,4.225596,-0.011990,1.741155
0.072000,35.758880,-16.936748,4.374122,0.735864,4.337415,-0.061385,1.762981
0.074000,36.024890,-17.891866,3.642275,0.763047,4.447321,-0.119639,1.786014
0.076000,36.359758,-18.869015,2.967002,0.793315,4.556737,-0.172067,1.810330
0.078000,36.636174,-19.740161,2.265925,0.826421,4.665786,-0.217363,1.836012
0.080000,36.848050,-20.418161,1.706823,0.862276,4.774244,-0.256164,1.863149
0.082000,37.006943,-20.961814,1.201419,0.899927,4.882122,-0.289104,1.891840
0.084000,35.408790,-19.917998,3.471483,0.939027,4.989516,-0.316757,1.922197
0.086000,35.546065,-20.283008,3.020565,0.967866,5.110284,-0.348052,1.954465
0.088000,35.750882,-20.803038,2.152067,0.997310,5.228836,-0.374142,1.988781
0.090000,35.904603,-21.166554,1.518209,1.029348,5.343805,-0.394971,2.025284
0.092000,36.013186,-21.510979,0.866567,1.062656,5.455775,-0.410875,2.064133
0.094000,36.081746,-21.801772,0.267671,1.097306,5.564667,-0.422361,2.105507
0.096000,36.120492,-22.030337,-0.241197,1.133059,5.670498,-0.429824,2.149601
0.098000,36.149108,-22.225435,-0.665431,1.169544,5.773489,-0.433332,2.196638
0.100000,36.248096,-23.348428,-2.500619,1.206449,5.873983,-0.432559,2.246873
0.102000,36.608610,-23.959535,-3.789572,1.250358,5.968212,-0.429254,2.300545
0.104000,36.580232,-23.944636,-3.952069,1.298669,6.054453,-0.418143,2.357900
0.106000,36.518281,-23.913222,-4.113158,1.346305,6.139269,-0.402137,2.419296
0.108000,36.385634,-23.822026,-4.272720,1.393296,6.222587,-0.381519,2.485138
0.110000,35.808644,-23.301117,-3.337517,1.439611,6.304283,-0.358006,2.555888
0.112000,35.599103,-23.210041,-3.610408,1.480532,6.392363,-0.333535,2.632199
0.114000,35.354120,-23.094664,-3.861502,1.521401,6.477681,-0.306378,2.714687
0.116000,35.475730,-23.349275,-4.881450,1.562149,6.560265,-0.276799,2.804065
0.118000,34.591048,-23.283198,-4.884943,1.606084,6.634206,-0.241815,2.901043
0.120000,34.774664,-24.072258,-4.174487,1.649298,6.707658,-0.202009,3.006588
0.122000,34.907334,-24.303098,-5.283789,1.690479,6.787355,-0.148745,3.122006
0.124000,34.544233,-24.043078,-5.438517,1.735534,6.856707,-0.090829,3.248478
0.126000,33.640496,-23.289442,-4.618084,1.780242,6.923212,-0.032161,3.387585
0.128000,33.728787,-23.533362,-5.729363,1.820207,6.994806,0.023027,3.541461
0.130000,33.293294,-23.274676,-5.860948,1.864327,7.055413,0.083229,3.712216
0.132000,32.839113,-23.019163,-5.982845,1.908223,7.113096,0.144038,3.902678
0.134000,32.364410,-22.764080,-6.096160,1.951872,7.167829,0.205740,4.116342
0.136000,31.284017,-21.976416,-5.149472,1.995301,7.219574,0.268342,4.357585
0.138000,31.338082,-22.260691,-6.298553,2.033433,7.277681,0.327300,4.632432
0.140000,30.807250,-22.004998,-6.382795,2.076528,7.323175,0.391583,4.947685
0.142000,29.155769,-19.357415,-6.218721,2.119470,7.365558,0.456748,5.000000
0.144000,28.671954,-19.253931,-6.234078,2.157628,7.403025,0.501766,5.000000
0.146000,28.171177,-19.141073,-6.242168,2.195609,7.437574,0.549177,5.000000
0.148000,27.655074,-19.021103,-6.243152,2.233442,7.469164,0.598887,5.000000
0.150000,27.124629,-18.893465,-6.237067,2.271157,7.497758,0.650815,5.000000
0.152000,26.580332,-18.758517,-6.223950,2.308773,7.523318,0.704864,5.000000
0.154000,26.021226,-18.613843,-6.207860,2.346312,7.545813,0.760939,5.000000
0.156000,25.448360,-18.464162,-6.183794,2.383797,7.565108,0.818861,5.000000
0.158000,24.864318,-18.312023,-6.152523,2.421267,7.581193,0.878549,5.000000
0.160000,24.267621,-18.151962,-6.115538,2.458763,7.594065,0.940005,5.000000
0.162000,24.408960,-19.648159,-6.266640,2.496313,7.603674,1.003110,5.000000
0.164000,23.728933,-19.367622,-6.246199,2.537201,7.611180,1.084011,5.000000
0.166000,23.039286,-19.085261,-6.215998,2.578226,7.615218,1.164997,5.000000
0.168000,22.341545,-18.802081,-6.177397,2.619382,7.615793,1.245978,-1.000000
0.170000,21.636525,-18.517903,-6.130492,2.660671,7.612896,1.326889,-1.000000
0.172000,20.925050,-18.232554,-6.075407,2.702088,7.606523,1.407661,-1.000000
0.174000,20.207951,-17.945871,-6.012289,2.743629,7.596673,1.488222,-1.000000
0.176000,19.486066,-17.657695,-5.941310,2.785285,7.583350,1.568502,-1.000000
0.178000,18.760240,-17.367878,-5.862664,2.827043,7.566564,1.648428,-1.000000
0.180000,18.031318,-17.076277,-5.776566,2.868889,7.546330,1.727927,-1.000000
0.182000,16.260489,-14.387240,-5.337329,2.910807,7.522666,1.806925,-1.000000
0.184000,15.607757,-14.254191,-5.184042,2.947875,7.494606,1.859420,-1.000000
0.186000,14.946801,-14.109250,-5.027247,2.984866,7.463543,1.913211,-1.000000
0.188000,13.823424,-13.131987,-4.734942,3.021771,7.429515,1.968120,-1.000000
0.190000,13.240118,-13.118075,-4.566364,3.056897,7.391989,2.013394,-1.000000
0.192000,12.648162,-13.082670,-4.398785,3.092074,7.351775,2.061418,-1.000000
0.194000,8.519252,-7.713390,-3.900545,3.127305,7.308884,2.111854,-1.000000
0.196000,8.656120,-8.802565,-3.606901,3.157583,7.260435,2.088927,-1.000000
0.198000,11.331801,-13.589785,-3.656401,3.187704,7.210703,2.084120,-1.000000
0.200000,11.489900,-14.991197,-3.778841,3.221821,7.161798,2.151940,-1.000000
0.202000,10.785997,-14.662373,-3.655866,3.259334,7.111068,2.240024,-1.000000
0.204000,10.086671,-14.332087,-3.529805,3.296934,7.057416,2.326512,-1.000000
0.206000,9.392282,-14.000054,-3.400665,3.334578,7.000908,2.411353,-1.000000
0.208000,8.705781,-13.636161,-3.265413,3.372222,6.941614,2.494495,-1.000000
0.210000,8.046386,-13.303987,-3.135374,3.409767,6.879621,2.575747,-1.000000
0.212000,7.370440,-12.966684,-2.999341,3.447264,6.815326,2.655215,-1.000000
0.214000,6.701954,-12.627168,-2.861314,3.484625,6.748477,2.732854,-1.000000
0.216000,6.041469,-12.285365,-2.721526,3.521802,6.679160,2.808626,-1.000000
0.218000,5.389479,-11.941224,-2.580209,3.558746,6.607462,2.882496,-1.000000
0.220000,4.745511,-11.594869,-2.437933,3.595410,6.533475,2.954432,-1.000000
0.222000,4.105838,-11.246945,-2.296394,3.631749,6.457297,3.024404,-1.000000
0.224000,3.475890,-10.896515,-2.153681,3.667732,6.379032,3.092361,-1.000000
0.226000,2.856049,-10.543594,-2.009958,3.703312,6.298781,3.158284,-1.000000
