t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,-15.227856,-0.202365,-1.376267,-0.000000,0.000002,0.000000,1.456606
0.006000,-15.173694,-0.201728,-1.370517,0.000339,-0.046082,0.001619,1.456348
0.008000,-15.119991,-0.201070,-1.365659,0.000677,-0.091890,0.003224,1.455886
0.010000,-15.066724,-0.200393,-1.361661,0.001013,-0.137422,0.004815,1.455224
0.012000,-15.013869,-0.199695,-1.358489,0.001347,-0.182682,0.006393,1.454362
0.014000,-14.961403,-0.198978,-1.356110,0.001679,-0.227670,0.007958,1.453301
0.016000,-14.909302,-0.198243,-1.354494,0.002009,-0.272388,0.009510,1.452044
0.018000,-14.857543,-0.197488,-1.353609,0.002336,-0.316838,0.011049,1.450591
0.020000,-14.518731,-0.156309,7.790044,0.002660,-0.361021,0.012575,1.448946
0.022000,-13.544675,0.115686,16.249986,0.002669,-0.406500,0.014190,1.447155
0.024000,-13.247966,0.101862,19.851674,0.004363,-0.445021,0.015653,1.445289
0.026000,-13.242403,0.102660,19.290620,0.004546,-0.481810,0.017306,1.443375
0.028000,-13.185201,0.031083,19.599055,0.004805,-0.518551,0.018881,1.441410
0.030000,-13.225392,0.027592,18.178992,0.004402,-0.554958,0.020516,1.439398
0.032000,-13.202594,-0.177113,18.919867,0.004031,-0.591568,0.022122,1.437331
0.034000,-13.244791,-0.189753,17.347649,0.002676,-0.628676,0.023920,1.435213
0.036000,-13.508025,-0.313946,11.918222,0.001524,-0.666024,0.025665,1.433035
0.038000,-13.509764,-0.332582,11.131451,-0.000622,-0.704448,0.027330,1.430765
0.040000,-13.505185,-0.350098,10.451029,-0.002586,-0.742903,0.029021,1.428400
0.042000,-13.495263,-0.365694,9.861560,-0.004388,-0.781364,0.030737,1.425938
0.044000,-13.966303,-0.198522,5.501338,-0.006050,-0.819809,0.032465,1.423376
0.046000,-13.362977,-0.383024,9.934060,-0.005509,-0.861662,0.033584,1.420683
0.048000,-13.197350,-3.093001,12.452084,-0.007152,-0.899624,0.035343,1.417896
0.050000,-13.054141,0.901802,13.079460,0.017464,-0.936956,0.033895,1.415035
0.052000,-13.171165,0.300988,10.862871,0.009936,-0.973681,0.036465,1.412103
0.054000,-13.174083,0.279228,10.153117,0.008889,-1.010903,0.038034,1.409089
0.056000,-13.171143,0.260169,9.535840,0.008036,-1.048181,0.039534,1.405991
0.058000,-13.137974,-0.052957,9.300986,0.007360,-1.085487,0.040972,1.402808
0.060000,-13.126542,-0.061616,8.821066,0.009364,-1.122680,0.042042,1.399539
0.062000,-13.008850,-0.637967,9.704561,0.011462,-1.159858,0.043066,1.396186
0.064000,-12.874982,-0.240816,10.833354,0.018072,-1.196498,0.043439,1.392756
