t,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,tof
0.002000,0.000200,0.000012,0.017692,0.000000,0.000000,0.000000,1.456662
0.004000,-4.191269,-12.315956,-0.658979,-0.000000,0.000002,0.000000,1.456606
0.006000,-4.174124,-12.289488,-0.655132,0.030500,-0.012535,-0.000856,1.456455
0.008000,-4.157787,-12.261345,-0.651981,0.060861,-0.024996,-0.001408,1.456209
0.010000,-4.141596,-12.233054,-0.649462,0.091087,-0.037378,-0.001759,1.455867
0.012000,-4.125506,-12.204796,-0.647545,0.121181,-0.049682,-0.001936,1.455431
0.014000,-4.109344,-12.176808,-0.646166,0.151144,-0.061905,-0.001956,1.454900
0.016000,-4.093116,-12.148739,-0.645296,0.180976,-0.074046,-0.001827,1.454275
0.018000,-4.076781,-12.121128,-0.644965,0.210679,-0.086103,-0.001572,1.453557
0.020000,-3.857751,-8.957613,4.896035,0.240256,-0.098076,-0.001191,1.452746
0.022000,-3.029257,-4.964241,15.824499,0.244849,-0.109764,0.004084,1.451873
0.024000,-2.761675,-6.894204,18.593671,0.219647,-0.117789,0.010948,1.451008
0.026000,-2.622196,-4.976540,19.942957,0.212228,-0.122683,0.015373,1.450178
0.028000,-2.591588,-4.387435,20.346793,0.185904,-0.126626,0.022040,1.449393
0.030000,-2.648374,-5.083033,19.287384,0.152986,-0.130478,0.029521,1.448654
0.032000,-2.649630,-4.523008,20.556883,0.125956,-0.134598,0.036361,1.447955
0.034000,-2.739536,-5.100740,18.925782,0.091395,-0.139001,0.043524,1.447301
0.036000,-2.802123,-5.948894,17.774420,0.061953,-0.143903,0.050088,1.446682
0.038000,-3.021502,-9.429582,13.370875,0.039786,-0.149133,0.055827,1.446090
0.040000,-3.056689,-10.132300,13.044172,0.047227,-0.155589,0.058642,1.445501
0.042000,-3.099333,-10.179881,12.185048,0.060360,-0.162344,0.060918,1.444910
0.044000,-3.185559,-9.301571,10.420376,0.073919,-0.169311,0.063269,1.444314
0.046000,-3.213241,-9.388214,9.860108,0.078967,-0.176673,0.066712,1.443699
