t,acc,gyro,tof
0.000000,-11.923783,0.001108,0.008842,0.000009,-0.170012,-0.000267,1.121008
0.002000,-11.854361,0.001082,0.015275,0.000017,-0.338936,-0.000534,1.120053
0.004000,-11.793704,3.242706,0.023426,0.000025,-0.506772,-0.000799,1.118627
0.006000,-11.724460,3.233636,0.037344,-0.021353,-0.673657,-0.002333,1.116736
0.008000,-11.647529,0.037999,0.055891,-0.042669,-0.839459,-0.003812,1.114390
0.010000,-11.584460,3.226084,0.075762,-0.041121,-1.004064,-0.004149,1.111597
0.012000,-11.432931,2.542456,0.882790,-0.062385,-1.167679,-0.005566,1.108367
0.014000,-12.177643,1.648423,21.227922,-0.066324,-1.332279,-0.006239,1.104710
0.016000,-12.179498,-0.891228,20.838380,-0.053656,-1.552291,-0.006149,1.100618
0.018000,-12.162751,1.754546,20.051663,-0.035059,-1.773511,-0.004872,1.096099
0.020000,-12.110713,1.910179,18.750184,-0.024509,-1.995031,-0.004246,1.091162
0.022000,-12.043872,1.974474,17.400569,-0.018225,-2.215148,-0.003239,1.085819
0.024000,-11.967928,2.003426,16.146215,-0.013542,-2.433386,-0.002018,1.080086
0.026000,-11.886706,2.030703,15.030961,-0.009478,-2.649660,-0.000771,1.073979
0.028000,-11.796601,2.055459,14.044401,-0.006022,-2.864053,0.000465,1.067515
0.030000,-11.700818,-0.370335,13.169867,-0.003122,-3.076569,0.001676,1.060713
0.032000,-11.585162,2.119254,12.394925,0.001313,-3.287244,0.004385,1.053593
0.034000,-11.461119,2.133200,11.703200,0.002881,-3.495793,0.005097,1.046178
0.036000,-11.324088,2.145643,11.083050,0.004166,-3.702132,0.005820,1.038489
0.038000,-11.172775,2.157952,10.524311,0.005219,-3.906056,0.006542,1.030550
0.040000,-11.005847,2.171992,10.018365,0.006071,-4.107309,0.007165,1.022385
0.042000,-10.822648,2.186465,9.557061,0.006723,-4.305590,0.007439,1.014018
0.044000,-10.622744,2.201431,9.133477,0.007190,-4.500564,0.007338,1.005475
0.046000,-10.405971,2.217175,8.742223,0.007486,-4.691865,0.006832,0.996781
0.048000,-10.184931,-0.249615,8.383083,0.007621,-4.879111,0.005892,0.987962
0.050000,-9.924141,2.271957,8.039830,0.010166,-5.062253,0.009801,0.979041
0.052000,-9.658429,2.286482,7.719071,0.009582,-5.240261,0.007919,0.970045
0.054000,-9.377624,2.300841,7.413874,0.008967,-5.413031,0.005479,0.960997
0.056000,-9.083418,2.315767,7.124098,0.008367,-5.580167,0.002429,0.951923
0.058000,-8.777615,2.332289,6.850310,0.007805,-5.741316,-0.001279,0.942844
0.060000,-8.461302,2.355416,6.587196,0.007270,-5.896184,-0.005682,0.933783
0.062000,-8.161142,-0.216516,6.329571,0.006597,-6.044473,-0.010754,0.924762
0.064000,-7.814233,2.440915,6.099487,0.010593,-6.186536,-0.003340,0.915798
0.066000,-7.485492,2.477187,5.879734,0.008747,-6.321207,-0.009615,0.906912
0.068000,-7.157706,2.519430,5.679812,0.006408,-6.448942,-0.016496,0.898121
0.070000,-6.833683,2.564876,5.497937,0.003425,-6.569814,-0.023919,0.889439
0.072000,-6.251168,3.228735,2.882350,-0.000279,-6.683953,-0.031830,0.880881
0.074000,-5.988066,3.255119,2.823437,-0.020185,-6.760231,-0.034278,0.872486
0.076000,-5.904168,2.024448,4.708725,-0.040486,-6.831081,-0.037135,0.864260
0.078000,-5.488977,-1.278757,3.751293,-0.023566,-6.922059,-0.063346,0.856190
